filename,class,bbox
img089684.jpg,0,"[0, 201, 552, 395]"
img081967.jpg,0,"[0, 263, 1024, 851]"
img089493.jpg,0,"[492, 34, 625, 622]"
img083825.jpg,0,"[297, 579, 447, 653]"
img084014.jpg,0,"[191, 529, 671, 637]"
img085744.jpg,0,"[535, 546, 789, 842]"
img086865.jpg,0,"[374, 546, 728, 778]"
img080178.jpg,0,"[487, 0, 1024, 1024]"
img086367.jpg,0,"[470, 377, 893, 663]"
img089894.jpg,0,"[229, 202, 441, 448]"
img086418.jpg,0,"[558, 253, 697, 635]"
img084127.jpg,0,"[404, 177, 788, 650]"
img089512.jpg,0,"[275, 356, 398, 619]"
img085432.jpg,0,"[315, 267, 546, 430]"
img085170.jpg,0,"[272, 265, 550, 599]"
img082591.jpg,0,"[0, 369, 646, 1024]"
img088250.jpg,0,"[327, 302, 456, 453]"
img083251.jpg,0,"[341, 589, 704, 801]"
img088095.jpg,0,"[428, 328, 621, 395]"
img083516.jpg,0,"[511, 327, 864, 896]"
img083541.jpg,0,"[322, 364, 820, 775]"
img089622.jpg,0,"[413, 369, 716, 414]"
img087888.jpg,0,"[424, 610, 852, 744]"
img083284.jpg,0,"[356, 206, 441, 819]"
img086260.jpg,0,"[395, 656, 949, 810]"
img083861.jpg,0,"[359, 386, 932, 731]"
img085282.jpg,0,"[395, 263, 887, 546]"
img089341.jpg,0,"[403, 420, 552, 631]"
img083344.jpg,0,"[468, 312, 658, 489]"
img087196.jpg,0,"[627, 473, 697, 801]"
img085033.jpg,0,"[473, 509, 519, 580]"
img085058.jpg,0,"[476, 397, 649, 762]"
img085067.jpg,0,"[318, 234, 387, 610]"
img087072.jpg,0,"[256, 425, 379, 619]"
img083368.jpg,0,"[403, 335, 577, 507]"
img088871.jpg,0,"[604, 405, 656, 721]"
img088112.jpg,0,"[536, 557, 771, 602]"
img087740.jpg,0,"[273, 295, 582, 384]"
img087158.jpg,0,"[136, 415, 480, 490]"
img089363.jpg,0,"[269, 205, 325, 561]"
img081849.jpg,0,"[196, 0, 592, 1024]"
img086952.jpg,0,"[470, 594, 702, 785]"
img089048.jpg,0,"[346, 221, 399, 453]"
img089804.jpg,0,"[189, 640, 493, 756]"
img089478.jpg,0,"[551, 274, 729, 478]"
img087175.jpg,0,"[329, 553, 558, 744]"
img081523.jpg,0,"[385, 0, 717, 1024]"
img083426.jpg,0,"[261, 313, 541, 822]"
img080520.jpg,0,"[76, 398, 1024, 855]"
img088120.jpg,0,"[334, 50, 488, 490]"
img085722.jpg,0,"[436, 218, 570, 490]"
img083788.jpg,0,"[438, 343, 614, 821]"
img083214.jpg,0,"[529, 190, 660, 681]"
img085708.jpg,0,"[494, 195, 638, 661]"
img083888.jpg,0,"[287, 101, 477, 726]"
img087893.jpg,0,"[251, 495, 521, 683]"
img089220.jpg,0,"[37, 172, 689, 483]"
img081826.jpg,0,"[35, 417, 1024, 782]"
img088279.jpg,0,"[244, 295, 493, 607]"
img086828.jpg,0,"[546, 126, 623, 593]"
img083138.jpg,0,"[258, 399, 718, 1024]"
img085350.jpg,0,"[380, 554, 636, 669]"
img088819.jpg,0,"[411, 541, 575, 793]"
img088422.jpg,0,"[643, 636, 717, 723]"
img081103.jpg,0,"[302, 0, 918, 899]"
img088594.jpg,0,"[226, 535, 514, 646]"
img081898.jpg,0,"[32, 271, 1024, 830]"
img087336.jpg,0,"[433, 366, 531, 539]"
img080604.jpg,0,"[60, 0, 744, 1024]"
img086945.jpg,0,"[288, 348, 389, 635]"
img087321.jpg,0,"[343, 355, 379, 667]"
img087264.jpg,0,"[350, 372, 654, 682]"
img086498.jpg,0,"[141, 439, 481, 573]"
img086333.jpg,0,"[204, 408, 470, 639]"
img088099.jpg,0,"[179, 554, 544, 679]"
img083225.jpg,0,"[430, 232, 513, 761]"
img085531.jpg,0,"[356, 562, 795, 677]"
img082554.jpg,0,"[0, 53, 709, 550]"
img088287.jpg,0,"[569, 508, 824, 749]"
img082912.jpg,0,"[0, 570, 803, 766]"
img085369.jpg,0,"[367, 355, 842, 663]"
img089463.jpg,0,"[405, 369, 545, 434]"
img088795.jpg,0,"[292, 577, 569, 777]"
img086600.jpg,0,"[388, 264, 493, 388]"
img086950.jpg,0,"[585, 481, 760, 725]"
img087591.jpg,0,"[580, 257, 703, 590]"
img081177.jpg,0,"[168, 233, 938, 650]"
img080422.jpg,0,"[202, 0, 527, 1024]"
img087005.jpg,0,"[565, 626, 611, 699]"
img088770.jpg,0,"[520, 611, 626, 650]"
img086562.jpg,0,"[308, 611, 781, 690]"
img085113.jpg,0,"[253, 419, 614, 561]"
img084607.jpg,0,"[280, 30, 1024, 643]"
img089987.jpg,0,"[380, 152, 674, 766]"
img085878.jpg,0,"[517, 295, 779, 789]"
img083937.jpg,0,"[494, 349, 758, 890]"
img085690.jpg,0,"[339, 190, 651, 685]"
img085420.jpg,0,"[212, 631, 430, 745]"
img088093.jpg,0,"[409, 371, 537, 600]"
img083474.jpg,0,"[116, 388, 669, 699]"
img082095.jpg,0,"[113, 281, 1024, 917]"
img082542.jpg,0,"[201, 0, 411, 939]"
img081476.jpg,0,"[153, 0, 754, 1024]"
img083291.jpg,0,"[447, 226, 868, 1024]"
img086374.jpg,0,"[469, 273, 907, 382]"
img086596.jpg,0,"[561, 465, 612, 947]"
img089619.jpg,0,"[432, 305, 567, 623]"
img081364.jpg,0,"[0, 472, 1024, 734]"
img081923.jpg,0,"[396, 40, 666, 1024]"
img089484.jpg,0,"[93, 618, 486, 853]"
img082109.jpg,0,"[200, 134, 988, 1024]"
img088425.jpg,0,"[248, 586, 442, 751]"
img085015.jpg,0,"[328, 528, 599, 632]"
img083450.jpg,0,"[303, 219, 962, 509]"
img085900.jpg,0,"[251, 385, 403, 735]"
img080384.jpg,0,"[184, 0, 525, 1024]"
img082950.jpg,0,"[100, 327, 867, 995]"
img088269.jpg,0,"[643, 508, 837, 860]"
img083075.jpg,0,"[605, 260, 830, 480]"
img087151.jpg,0,"[552, 352, 751, 566]"
img087272.jpg,0,"[267, 151, 490, 451]"
img087711.jpg,0,"[573, 121, 732, 493]"
img082242.jpg,0,"[477, 275, 786, 684]"
img081563.jpg,0,"[466, 0, 634, 1005]"
img087943.jpg,0,"[197, 275, 612, 336]"
img081320.jpg,0,"[165, 160, 789, 915]"
img080582.jpg,0,"[90, 34, 1024, 1024]"
img082532.jpg,0,"[152, 153, 723, 984]"
img087308.jpg,0,"[350, 446, 616, 529]"
img082989.jpg,0,"[312, 192, 473, 866]"
img080914.jpg,0,"[0, 302, 977, 693]"
img085358.jpg,0,"[405, 320, 648, 530]"
img088993.jpg,0,"[375, 364, 522, 548]"
img083722.jpg,0,"[464, 220, 567, 819]"
img081373.jpg,0,"[0, 402, 1024, 857]"
img083056.jpg,0,"[624, 66, 737, 697]"
img085186.jpg,0,"[264, 450, 798, 567]"
img086960.jpg,0,"[423, 346, 460, 611]"
img089338.jpg,0,"[176, 662, 524, 770]"
img082024.jpg,0,"[0, 0, 943, 799]"
img081574.jpg,0,"[433, 323, 835, 584]"
img085923.jpg,0,"[292, 664, 357, 723]"
img081287.jpg,0,"[0, 556, 1024, 752]"
img085757.jpg,0,"[147, 431, 594, 579]"
img081653.jpg,0,"[74, 0, 988, 1024]"
img088721.jpg,0,"[424, 594, 771, 667]"
img081372.jpg,0,"[67, 181, 545, 838]"
img089224.jpg,0,"[532, 313, 663, 841]"
img088548.jpg,0,"[524, 358, 951, 455]"
img087770.jpg,0,"[176, 716, 476, 764]"
img088560.jpg,0,"[385, 533, 499, 749]"
img081678.jpg,0,"[105, 375, 825, 551]"
img086407.jpg,0,"[96, 479, 512, 687]"
img084288.jpg,0,"[228, 459, 520, 574]"
img089144.jpg,0,"[357, 359, 469, 644]"
img087408.jpg,0,"[440, 446, 521, 648]"
img087218.jpg,0,"[399, 489, 456, 674]"
img089826.jpg,0,"[388, 340, 592, 427]"
img080899.jpg,0,"[165, 385, 877, 881]"
img080687.jpg,0,"[0, 305, 997, 967]"
img087534.jpg,0,"[199, 537, 630, 682]"
img080556.jpg,0,"[448, 0, 951, 996]"
img085669.jpg,0,"[361, 273, 783, 617]"
img082645.jpg,0,"[0, 427, 855, 1024]"
img086069.jpg,0,"[539, 167, 675, 561]"
img083518.jpg,0,"[385, 64, 836, 745]"
img087667.jpg,0,"[362, 352, 589, 551]"
img088328.jpg,0,"[486, 320, 741, 454]"
img084586.jpg,0,"[73, 404, 810, 559]"
img088630.jpg,0,"[640, 256, 732, 601]"
img082777.jpg,0,"[0, 213, 731, 998]"
img088767.jpg,0,"[648, 0, 762, 497]"
img086653.jpg,0,"[445, 292, 925, 369]"
img085300.jpg,0,"[528, 250, 804, 644]"
img082850.jpg,0,"[339, 507, 577, 844]"
img085952.jpg,0,"[504, 483, 951, 807]"
img083347.jpg,0,"[314, 339, 528, 786]"
img086831.jpg,0,"[288, 151, 438, 483]"
img087501.jpg,0,"[302, 595, 504, 739]"
img085718.jpg,0,"[218, 208, 516, 508]"
img081988.jpg,0,"[272, 122, 1024, 733]"
img085605.jpg,0,"[552, 471, 761, 778]"
img080609.jpg,0,"[0, 265, 1024, 933]"
img085411.jpg,0,"[331, 532, 486, 594]"
img080669.jpg,0,"[505, 0, 807, 1024]"
img087212.jpg,0,"[183, 528, 513, 704]"
img088176.jpg,0,"[345, 605, 665, 714]"
img083391.jpg,0,"[402, 132, 753, 770]"
img086124.jpg,0,"[345, 313, 398, 372]"
img081174.jpg,0,"[0, 208, 1024, 557]"
img080007.jpg,0,"[0, 0, 796, 1024]"
img089313.jpg,0,"[311, 264, 350, 373]"
img086250.jpg,0,"[512, 331, 830, 548]"
img082516.jpg,0,"[87, 232, 448, 452]"
img089852.jpg,0,"[414, 250, 729, 371]"
img085047.jpg,0,"[428, 214, 509, 718]"
img085155.jpg,0,"[256, 443, 470, 758]"
img084834.jpg,0,"[388, 36, 546, 725]"
img081718.jpg,0,"[230, 0, 741, 1024]"
img086078.jpg,0,"[178, 551, 609, 602]"
img088833.jpg,0,"[627, 431, 762, 869]"
img080650.jpg,0,"[349, 606, 746, 919]"
img088674.jpg,0,"[284, 369, 530, 672]"
img088371.jpg,0,"[421, 558, 677, 763]"
img086873.jpg,0,"[393, 422, 669, 626]"
img086426.jpg,0,"[552, 595, 806, 753]"
img089829.jpg,0,"[131, 354, 529, 558]"
img081943.jpg,0,"[427, 114, 627, 679]"
img080219.jpg,0,"[29, 0, 577, 1024]"
img084403.jpg,0,"[378, 485, 786, 833]"
img081012.jpg,0,"[0, 201, 859, 1024]"
img080681.jpg,0,"[352, 0, 664, 1024]"
img087258.jpg,0,"[283, 117, 345, 546]"
img083779.jpg,0,"[65, 234, 733, 468]"
img089137.jpg,0,"[455, 264, 574, 579]"
img081187.jpg,0,"[0, 386, 1001, 725]"
img084793.jpg,0,"[430, 461, 778, 565]"
img089012.jpg,0,"[423, 491, 733, 544]"
img088175.jpg,0,"[460, 303, 584, 483]"
img084415.jpg,0,"[254, 436, 972, 656]"
img087341.jpg,0,"[472, 512, 807, 773]"
img082298.jpg,0,"[250, 355, 1024, 806]"
img085536.jpg,0,"[546, 242, 836, 619]"
img081435.jpg,0,"[207, 0, 547, 1024]"
img083749.jpg,0,"[260, 38, 652, 786]"
img086649.jpg,0,"[372, 172, 551, 539]"
img084433.jpg,0,"[435, 476, 723, 586]"
img089637.jpg,0,"[393, 492, 739, 619]"
img086887.jpg,0,"[250, 507, 574, 821]"
img085060.jpg,0,"[538, 424, 725, 507]"
img083374.jpg,0,"[162, 253, 697, 592]"
img085458.jpg,0,"[394, 277, 557, 549]"
img085524.jpg,0,"[497, 236, 893, 568]"
img080325.jpg,0,"[0, 0, 1024, 854]"
img084196.jpg,0,"[211, 308, 598, 487]"
img086576.jpg,0,"[173, 480, 563, 594]"
img088178.jpg,0,"[557, 290, 699, 554]"
img080174.jpg,0,"[119, 0, 1024, 893]"
img082389.jpg,0,"[0, 288, 688, 1024]"
img087421.jpg,0,"[248, 448, 513, 546]"
img080374.jpg,0,"[112, 766, 1024, 1024]"
img086807.jpg,0,"[97, 423, 518, 668]"
img089234.jpg,0,"[437, 281, 762, 374]"
img086517.jpg,0,"[507, 534, 684, 696]"
img082040.jpg,0,"[0, 544, 1024, 936]"
img082186.jpg,0,"[328, 0, 518, 918]"
img082898.jpg,0,"[80, 54, 851, 679]"
img082857.jpg,0,"[320, 25, 474, 1003]"
img081369.jpg,0,"[96, 0, 499, 1024]"
img085041.jpg,0,"[601, 461, 655, 778]"
img089680.jpg,0,"[259, 343, 610, 538]"
img085856.jpg,0,"[379, 147, 628, 544]"
img087082.jpg,0,"[355, 289, 395, 607]"
img083631.jpg,0,"[430, 373, 640, 823]"
img087391.jpg,0,"[621, 140, 781, 477]"
img088324.jpg,0,"[175, 265, 462, 455]"
img087691.jpg,0,"[558, 527, 752, 576]"
img088403.jpg,0,"[272, 535, 522, 844]"
img083504.jpg,0,"[306, 131, 672, 661]"
img084496.jpg,0,"[0, 336, 814, 485]"
img086542.jpg,0,"[156, 366, 541, 422]"
img085787.jpg,0,"[240, 324, 609, 652]"
img088372.jpg,0,"[555, 318, 667, 712]"
img084414.jpg,0,"[587, 395, 683, 756]"
img082900.jpg,0,"[0, 14, 758, 604]"
img081975.jpg,0,"[0, 361, 1024, 712]"
img080523.jpg,0,"[0, 425, 849, 639]"
img085079.jpg,0,"[320, 416, 727, 594]"
img085647.jpg,0,"[621, 137, 665, 592]"
img082294.jpg,0,"[36, 0, 697, 813]"
img086427.jpg,0,"[473, 526, 845, 772]"
img089548.jpg,0,"[632, 438, 724, 670]"
img080586.jpg,0,"[225, 0, 635, 748]"
img085726.jpg,0,"[484, 586, 900, 779]"
img086031.jpg,0,"[549, 265, 736, 689]"
img080930.jpg,0,"[87, 305, 877, 742]"
img086527.jpg,0,"[209, 220, 441, 442]"
img085223.jpg,0,"[473, 581, 888, 641]"
img084471.jpg,0,"[270, 435, 847, 655]"
img087791.jpg,0,"[252, 222, 673, 363]"
img087904.jpg,0,"[72, 521, 416, 860]"
img081285.jpg,0,"[433, 220, 876, 829]"
img082518.jpg,0,"[317, 203, 1024, 477]"
img080943.jpg,0,"[409, 242, 583, 666]"
img086398.jpg,0,"[357, 531, 422, 816]"
img089876.jpg,0,"[177, 264, 540, 458]"
img087393.jpg,0,"[214, 434, 526, 485]"
img083942.jpg,0,"[306, 77, 658, 920]"
img085747.jpg,0,"[366, 476, 533, 770]"
img081396.jpg,0,"[413, 396, 713, 525]"
img081046.jpg,0,"[395, 0, 741, 1015]"
img083872.jpg,0,"[295, 310, 567, 890]"
img086514.jpg,0,"[465, 264, 903, 506]"
img086470.jpg,0,"[230, 562, 714, 636]"
img085245.jpg,0,"[344, 650, 900, 747]"
img084026.jpg,0,"[284, 549, 810, 724]"
img080434.jpg,0,"[207, 129, 1024, 1024]"
img089293.jpg,0,"[627, 604, 794, 809]"
img085381.jpg,0,"[342, 500, 628, 808]"
img086926.jpg,0,"[405, 440, 585, 631]"
img080526.jpg,0,"[271, 0, 813, 976]"
img089404.jpg,0,"[641, 455, 786, 877]"
img089872.jpg,0,"[137, 487, 471, 684]"
img086208.jpg,0,"[175, 140, 449, 601]"
img089937.jpg,0,"[526, 408, 684, 456]"
img089983.jpg,0,"[446, 494, 783, 873]"
img087688.jpg,0,"[423, 513, 459, 779]"
img080129.jpg,0,"[168, 0, 505, 1024]"
img088330.jpg,0,"[669, 510, 719, 693]"
img085310.jpg,0,"[162, 568, 509, 731]"
img081652.jpg,0,"[231, 0, 588, 1024]"
img087448.jpg,0,"[268, 518, 428, 722]"
img083616.jpg,0,"[241, 138, 774, 658]"
img088724.jpg,0,"[335, 365, 613, 456]"
img085072.jpg,0,"[511, 300, 761, 539]"
img084728.jpg,0,"[334, 502, 919, 610]"
img089331.jpg,0,"[119, 427, 470, 647]"
img083283.jpg,0,"[367, 262, 689, 876]"
img081839.jpg,0,"[0, 451, 1024, 789]"
img085128.jpg,0,"[351, 253, 547, 610]"
img082730.jpg,0,"[466, 163, 942, 362]"
img080306.jpg,0,"[366, 0, 1024, 1024]"
img082284.jpg,0,"[24, 608, 1024, 714]"
img080340.jpg,0,"[0, 0, 1024, 1024]"
img080912.jpg,0,"[281, 234, 950, 632]"
img081664.jpg,0,"[12, 0, 817, 1024]"
img083980.jpg,0,"[521, 236, 725, 799]"
img084754.jpg,0,"[257, 104, 652, 678]"
img088555.jpg,0,"[202, 201, 453, 457]"
img080456.jpg,0,"[0, 210, 774, 540]"
img088009.jpg,0,"[242, 265, 456, 589]"
img080813.jpg,0,"[242, 0, 807, 1024]"
img088531.jpg,0,"[311, 402, 418, 474]"
img087527.jpg,0,"[484, 493, 533, 817]"
img087097.jpg,0,"[354, 648, 667, 692]"
img089996.jpg,0,"[135, 303, 419, 489]"
img086288.jpg,0,"[505, 678, 578, 752]"
img085365.jpg,0,"[203, 390, 580, 649]"
img084417.jpg,0,"[187, 509, 712, 724]"
img087219.jpg,0,"[446, 348, 711, 505]"
img085347.jpg,0,"[290, 267, 370, 461]"
img088614.jpg,0,"[592, 583, 1024, 924]"
img085102.jpg,0,"[413, 420, 735, 677]"
img089535.jpg,0,"[405, 588, 680, 790]"
img085121.jpg,0,"[487, 658, 571, 747]"
img084959.jpg,0,"[252, 455, 870, 561]"
img081207.jpg,0,"[0, 240, 1024, 680]"
img087103.jpg,0,"[479, 498, 647, 543]"
img081686.jpg,0,"[53, 205, 1024, 1024]"
img088036.jpg,0,"[435, 564, 647, 605]"
img080601.jpg,0,"[100, 0, 496, 1024]"
img088098.jpg,0,"[201, 457, 498, 495]"
img086034.jpg,0,"[224, 454, 404, 740]"
img084135.jpg,0,"[352, 228, 1024, 461]"
img083817.jpg,0,"[395, 298, 462, 817]"
img082942.jpg,0,"[111, 350, 592, 507]"
img082712.jpg,0,"[510, 269, 1024, 1003]"
img080206.jpg,0,"[607, 0, 860, 1024]"
img088608.jpg,0,"[301, 419, 677, 545]"
img084564.jpg,0,"[465, 0, 631, 801]"
img088309.jpg,0,"[584, 324, 906, 390]"
img082710.jpg,0,"[313, 355, 497, 1024]"
img084102.jpg,0,"[411, 303, 597, 895]"
img086732.jpg,0,"[578, 504, 654, 588]"
img089093.jpg,0,"[242, 563, 432, 807]"
img082559.jpg,0,"[147, 388, 1024, 981]"
img087897.jpg,0,"[499, 578, 810, 611]"
img082193.jpg,0,"[133, 54, 979, 988]"
img080508.jpg,0,"[0, 0, 536, 1024]"
img083326.jpg,0,"[280, 184, 622, 737]"
img082974.jpg,0,"[516, 202, 650, 1024]"
img088315.jpg,0,"[378, 487, 628, 649]"
img083694.jpg,0,"[282, 472, 656, 737]"
img081879.jpg,0,"[448, 11, 605, 954]"
img080642.jpg,0,"[0, 213, 717, 725]"
img089764.jpg,0,"[43, 375, 596, 741]"
img085713.jpg,0,"[695, 307, 761, 803]"
img080399.jpg,0,"[550, 566, 1024, 1024]"
img081708.jpg,0,"[16, 0, 715, 944]"
img087260.jpg,0,"[489, 313, 597, 636]"
img081439.jpg,0,"[406, 0, 596, 1024]"
img087322.jpg,0,"[386, 479, 801, 550]"
img086202.jpg,0,"[480, 385, 553, 739]"
img084444.jpg,0,"[328, 245, 725, 837]"
img086277.jpg,0,"[368, 446, 475, 565]"
img082965.jpg,0,"[263, 394, 932, 663]"
img082118.jpg,0,"[440, 0, 687, 926]"
img083306.jpg,0,"[564, 382, 665, 799]"
img083460.jpg,0,"[418, 76, 576, 573]"
img086633.jpg,0,"[445, 55, 600, 549]"
img085936.jpg,0,"[586, 295, 795, 631]"
img084539.jpg,0,"[295, 344, 404, 534]"
img082538.jpg,0,"[274, 205, 865, 572]"
img082473.jpg,0,"[497, 480, 916, 650]"
img081601.jpg,0,"[0, 460, 1024, 671]"
img089808.jpg,0,"[161, 0, 339, 465]"
img082462.jpg,0,"[266, 33, 434, 1024]"
img089678.jpg,0,"[225, 494, 574, 655]"
img081763.jpg,0,"[76, 60, 1024, 790]"
img082107.jpg,0,"[82, 0, 1024, 974]"
img081482.jpg,0,"[113, 0, 851, 1024]"
img088501.jpg,0,"[651, 414, 801, 663]"
img086526.jpg,0,"[539, 444, 665, 876]"
img085829.jpg,0,"[569, 233, 854, 447]"
img080742.jpg,0,"[0, 0, 950, 973]"
img081328.jpg,0,"[359, 38, 757, 1024]"
img088815.jpg,0,"[255, 167, 356, 447]"
img084776.jpg,0,"[390, 283, 471, 842]"
img088498.jpg,0,"[495, 511, 729, 754]"
img086593.jpg,0,"[583, 540, 643, 814]"
img085474.jpg,0,"[329, 330, 581, 561]"
img087055.jpg,0,"[436, 566, 739, 639]"
img088891.jpg,0,"[379, 514, 573, 620]"
img080571.jpg,0,"[288, 0, 505, 1024]"
img085201.jpg,0,"[367, 472, 566, 898]"
img085950.jpg,0,"[413, 254, 700, 498]"
img088556.jpg,0,"[194, 630, 404, 718]"
img084518.jpg,0,"[274, 358, 601, 551]"
img082981.jpg,0,"[385, 337, 933, 826]"
img083836.jpg,0,"[298, 433, 812, 761]"
img081351.jpg,0,"[0, 84, 885, 666]"
img083487.jpg,0,"[374, 202, 729, 686]"
img083497.jpg,0,"[266, 53, 1024, 652]"
img082314.jpg,0,"[0, 341, 858, 495]"
img082901.jpg,0,"[244, 513, 465, 955]"
img082482.jpg,0,"[0, 323, 930, 542]"
img086530.jpg,0,"[419, 540, 709, 626]"
img084601.jpg,0,"[213, 475, 637, 897]"
img080390.jpg,0,"[184, 0, 1024, 1024]"
img082320.jpg,0,"[330, 0, 521, 777]"
img082848.jpg,0,"[0, 342, 620, 1024]"
img089327.jpg,0,"[478, 566, 706, 719]"
img087849.jpg,0,"[184, 576, 570, 722]"
img081877.jpg,0,"[191, 0, 711, 938]"
img084428.jpg,0,"[389, 493, 547, 611]"
img083193.jpg,0,"[200, 308, 891, 556]"
img086149.jpg,0,"[522, 371, 847, 471]"
img080621.jpg,0,"[0, 279, 1024, 1024]"
img088416.jpg,0,"[469, 316, 721, 458]"
img081304.jpg,0,"[334, 345, 766, 781]"
img089329.jpg,0,"[242, 468, 571, 647]"
img081110.jpg,0,"[296, 256, 455, 908]"
img082530.jpg,0,"[411, 147, 591, 1024]"
img084142.jpg,0,"[370, 414, 551, 808]"
img089617.jpg,0,"[49, 232, 394, 301]"
img084291.jpg,0,"[399, 292, 712, 871]"
img083100.jpg,0,"[139, 0, 669, 929]"
img081453.jpg,0,"[0, 0, 499, 1024]"
img084512.jpg,0,"[234, 214, 784, 531]"
img083643.jpg,0,"[418, 62, 547, 642]"
img089976.jpg,0,"[480, 388, 595, 445]"
img085597.jpg,0,"[190, 500, 668, 753]"
img084027.jpg,0,"[506, 385, 785, 689]"
img082154.jpg,0,"[455, 105, 729, 913]"
img080432.jpg,0,"[0, 210, 1024, 488]"
img089266.jpg,0,"[342, 282, 427, 482]"
img086313.jpg,0,"[211, 443, 617, 628]"
